	brand	km_driven	fuel	owner	selling_price
589	Mitsubishi	181491	Diesel	First Owner	950000
590	Chevrolet	53319	Diesel	First Owner	375000
591	Volkswagen	40906	Diesel	First Owner	700000
592	Toyota	31711	Petrol	Second Owner	375000
593	Hyundai	43755	Petrol	Second Owner	270000
594	Renault	66693	Petrol	First Owner	300000
595	Maruti	59549	Petrol	First Owner	225000
596	Toyota	94385	Diesel	First Owner	1350000
597	Maruti	73730	Petrol	First Owner	200000
598	Hyundai	221889	Diesel	First Owner	400000
599	Honda	116104	Diesel	First Owner	500000
600	Maruti	150546	Petrol	First Owner	500000
601	Toyota	148120	Diesel	First Owner	1500000
602	Ford	20000	Petrol	Second Owner	555000
603	Hyundai	30000	Petrol	First Owner	580000
604	Tata	142000	Diesel	Third Owner	337000
605	Tata	20000	Diesel	First Owner	175000
606	Tata	120000	Diesel	Second Owner	180000
607	Hyundai	80000	Petrol	First Owner	200000
608	Tata	60000	Diesel	First Owner	260000
609	Renault	25000	Petrol	First Owner	350000
610	Mahindra	50000	Diesel	Second Owner	409999
611	Mahindra	126000	Diesel	First Owner	655000
612	Maruti	170000	Diesel	First Owner	370000
613	Maruti	24000	Petrol	First Owner	200000
614	Maruti	100000	Diesel	Second Owner	800000
615	Tata	10000	Petrol	First Owner	550000
616	Ford	70000	Diesel	Second Owner	300000
617	Maruti	40000	Petrol	First Owner	220000
618	Maruti	110000	Petrol	First Owner	196000
619	Hyundai	80000	Petrol	Second Owner	135000
620	Tata	16500	Petrol	First Owner	299000
621	Maruti	30000	Petrol	First Owner	300000
622	Maruti	80000	Diesel	First Owner	720000
623	Tata	50000	Diesel	Third Owner	650000
624	Maruti	25000	Petrol	First Owner	300000
625	Hyundai	20000	Diesel	First Owner	750000
626	Renault	60000	Petrol	First Owner	260000
627	Maruti	70000	Diesel	Second Owner	300000
628	Mahindra	50000	Diesel	Second Owner	600000
629	Honda	100000	Petrol	Second Owner	275000
630	Maruti	52000	Petrol	First Owner	250000
631	Maruti	80000	Diesel	First Owner	420000
632	Hyundai	50000	Petrol	First Owner	235000
633	Mahindra	60000	Diesel	First Owner	1100000
634	Maruti	25000	Petrol	First Owner	360000
635	Hyundai	50000	Diesel	Second Owner	380000
636	Ford	125000	Diesel	First Owner	650000
637	Maruti	80000	Petrol	First Owner	350000
638	Mahindra	70000	Diesel	First Owner	700000
639	Hyundai	90000	Diesel	Third Owner	270000
640	Tata	50000	Diesel	First Owner	450000
641	Mahindra	101000	Diesel	First Owner	630000
642	Mahindra	168000	Diesel	First Owner	229999
643	Mahindra	168000	Diesel	First Owner	229999
644	Maruti	40000	Petrol	First Owner	270000
645	Tata	28900	Petrol	Second Owner	135000
646	Maruti	20000	Petrol	First Owner	275000
647	Jaguar	9000	Diesel	First Owner	2625000
648	Lexus	20000	Petrol	First Owner	5150000
649	Jaguar	45000	Diesel	First Owner	3200000
650	Tata	110000	Diesel	First Owner	503000
651	Volvo	20000	Diesel	First Owner	3800000
652	Toyota	68089	Petrol	First Owner	2000000
653	Maruti	58343	Petrol	First Owner	225000
654	Maruti	38817	Diesel	First Owner	740000
655	Honda	56494	Petrol	First Owner	550000
656	Toyota	79328	Diesel	Second Owner	750000
657	Maruti	5621	Petrol	First Owner	650000
658	Toyota	25538	Petrol	First Owner	625000
659	Maruti	69779	Petrol	First Owner	600000
660	Hyundai	56290	Diesel	First Owner	450000
661	BMW	7500	Diesel	First Owner	5400000
662	BMW	8500	Diesel	First Owner	5500000
663	Honda	7032	Petrol	First Owner	779000
664	Skoda	11000	Petrol	First Owner	645000
665	Volvo	2000	Diesel	First Owner	2475000
666	Mahindra	165000	Diesel	First Owner	634000
667	Maruti	98500	Petrol	Second Owner	235000
668	Hyundai	98000	Petrol	Third Owner	275000
669	Mahindra	40000	Diesel	Second Owner	700000
670	Fiat	90000	Diesel	First Owner	400000
671	Maruti	90000	Petrol	Third Owner	215000
672	Hyundai	110000	Diesel	Second Owner	150000
673	Maruti	77800	Diesel	First Owner	950000
674	Mahindra	100000	Diesel	First Owner	730000
675	Tata	120000	Diesel	Second Owner	135000
676	Hyundai	80000	Petrol	Second Owner	350000
677	Mahindra	21000	Petrol	Second Owner	535000
678	Maruti	100000	Petrol	Second Owner	455000
679	Maruti	25000	Petrol	First Owner	655000
680	Ford	30000	Diesel	Third Owner	800000
681	Toyota	25000	Petrol	First Owner	1100000
682	Mercedes-Benz	40000	Diesel	First Owner	3000000
683	Toyota	160000	Diesel	First Owner	1225000
684	Mahindra	51492	Petrol	First Owner	340000
685	Volkswagen	72000	Diesel	Second Owner	300000
686	Ford	60000	Petrol	First Owner	370000
687	Mahindra	136000	Diesel	Second Owner	330000
688	Hyundai	60000	Petrol	First Owner	238000
689	Hyundai	110000	Petrol	Second Owner	72000
690	Hyundai	90000	Petrol	First Owner	200000
691	Nissan	91000	Diesel	Fourth & Above Owner	320000
692	Hyundai	90000	Petrol	Fourth & Above Owner	114999
693	Maruti	50000	Petrol	Second Owner	320000
694	Hyundai	20000	Petrol	First Owner	210000
695	Mahindra	120000	Diesel	First Owner	200000
696	Maruti	150000	Petrol	Second Owner	135000
697	Tata	52000	Diesel	First Owner	350000
698	Mahindra	167000	Diesel	Second Owner	350000
699	Maruti	40000	Diesel	First Owner	680000
700	Maruti	190000	Diesel	Second Owner	200000
701	Renault	50000	Petrol	First Owner	300000
702	Mahindra	70000	Diesel	Second Owner	270000
703	Maruti	80000	Petrol	Second Owner	225000
704	Mahindra	120000	Diesel	First Owner	250000
705	Mahindra	40000	Diesel	Second Owner	590000
706	Hyundai	17000	Petrol	First Owner	290000
707	Maruti	180000	Petrol	Second Owner	100000
708	Maruti	50000	Petrol	First Owner	395000
709	Hyundai	65000	Petrol	Second Owner	195000
710	Tata	10000	Petrol	Third Owner	45000
711	Mahindra	70000	Diesel	Second Owner	270000
712	Chevrolet	90000	Diesel	Second Owner	600000
713	Hyundai	50000	Diesel	First Owner	715000
714	Hyundai	10000	Petrol	First Owner	600000
715	Mahindra	25000	Diesel	First Owner	875000
716	Mahindra	100000	Diesel	Second Owner	420000
717	Honda	70000	Petrol	Second Owner	325000
718	Datsun	30000	Petrol	First Owner	385000
719	Mahindra	40000	Petrol	First Owner	300000
720	Hyundai	135000	Diesel	First Owner	335000
721	Maruti	35000	Petrol	First Owner	300000
722	Hyundai	120000	Petrol	Second Owner	80000
723	Mahindra	120000	Diesel	First Owner	400000
724	Tata	190000	Diesel	Second Owner	168000
725	Mahindra	120000	Diesel	First Owner	550000
726	Toyota	120000	Diesel	Second Owner	300000
727	Mahindra	175000	Diesel	Third Owner	320000
728	Mahindra	175000	Diesel	Third Owner	320000
729	Nissan	25000	Petrol	Second Owner	350000
730	Tata	80000	Diesel	First Owner	280000
731	Hyundai	70000	Diesel	Second Owner	550000
732	Hyundai	10000	Petrol	First Owner	500000
733	Ford	6000	Petrol	First Owner	700000
734	Skoda	90000	Diesel	Second Owner	380000
735	Mahindra	110000	Diesel	Second 0wner	340000
736	Mahindra	120000	Diesel	Third Owner	160000
737	Toyota	50000	Diesel	First Owner	750000
738	Hyundai	20000	Petrol	First Owner	531000
739	Renault	35000	Petrol	First Owner	300000
740	Volkswagen	60000	Diesel	Second Owner	350000
741	Chevrolet	68000	Petrol	Fourth & Above Owner	150000
742	Maruti	30000	Petrol	First Owner	450000
743	Mahindra	54000	Diesel	First Owner	1625000
744	Maruti	65000	Petrol	Third Owner	140000
745	Mahindra	80000	Diesel	Third Owner	250000
746	Tata	120000	Diesel	Third Owner	85000
747	Hyundai	30000	Petrol	First Owner	450000
748	Maruti	55113	Petrol	First Owner	170000
749	Tata	50000	Diesel	First Owner	360000
750	Maruti	6000	Petrol	First Owner	390000
751	Maruti	50000	Petrol	Second Owner	145000
752	Mahindra	90000	Diesel	Third Owner	540000
753	Toyota	126000	Diesel	Third Owner	290000
754	Tata	90000	Diesel	First Owner	300000
755	Ford	80000	Petrol	First Owner	565000
756	Mahindra	70000	Diesel	Second Owner	441000
757	Hyundai	80000	Petrol	Second Owner	50000
758	Hyundai	80000	Petrol	Second Owner	180000
759	Hyundai	80000	Petrol	Second Owner	200000
760	Maruti	150000	Petrol	Second Owner	85000
761	Tata	110000	Diesel	Fourth & Above Owner	67500
762	Maruti	110000	Diesel	Second Owner	700000
763	Volkswagen	80000	Diesel	Fourth & Above Owner	275000
764	Hyundai	20000	Petrol	First Owner	600000
765	Mahindra	120000	Diesel	First Owner	250000
766	Mahindra	120000	Diesel	First Owner	600000
767	Fiat	80000	Diesel	Second Owner	200000
768	Hyundai	91500	Diesel	Second Owner	425000
769	Maruti	120000	Diesel	Second Owner	420000
770	Hyundai	100000	Diesel	Second Owner	321000
771	Mahindra	120000	Diesel	Fourth & Above Owner	350000
772	Honda	80000	Petrol	First Owner	490000
773	Mahindra	90000	Diesel	First Owner	680000
774	Maruti	70000	Petrol	First Owner	298000
775	Hyundai	110000	Petrol	Second Owner	80000
776	Mahindra	150000	Diesel	Fourth & Above Owner	450000
777	Skoda	60000	Petrol	Second Owner	400000
778	Tata	40000	Diesel	First Owner	250000
779	Ford	110000	Diesel	Third Owner	1075000
780	Hyundai	20000	Petrol	First Owner	500000
781	Ford	10000	Petrol	First Owner	681000
782	Mahindra	90000	Diesel	Second Owner	650000
783	Chevrolet	70000	Petrol	Second Owner	80000
784	Mahindra	120000	Diesel	First Owner	290000
785	Mahindra	120000	Diesel	Second Owner	220000
786	Hyundai	90000	Petrol	Second Owner	120000
787	Datsun	80000	Petrol	First Owner	229999
788	Mahindra	132478	Diesel	Second Owner	150000
789	Maruti	45000	Petrol	First Owner	500000
790	Tata	120000	Diesel	First Owner	175000
791	Ford	10000	Petrol	First Owner	720000
792	Maruti	51000	Petrol	First Owner	100000
793	Honda	105000	Petrol	Second Owner	250000
794	Mahindra	100000	Diesel	First Owner	810000
795	Maruti	30000	Petrol	Third Owner	165000
796	Chevrolet	60000	Diesel	Second Owner	409999
797	Maruti	86000	Diesel	Second Owner	430000
798	Datsun	15000	Petrol	First Owner	300000
799	Maruti	137500	Diesel	Third Owner	350000
800	Renault	60000	Petrol	First Owner	400000
801	Chevrolet	70000	Diesel	First Owner	420000
802	Maruti	5000	Petrol	First Owner	430000
803	Maruti	30000	Petrol	First Owner	573000
804	Hyundai	40000	Petrol	First Owner	210000
805	Renault	60000	Diesel	First Owner	600000
806	Honda	70000	Petrol	Third Owner	150000
807	Tata	15000	Petrol	First Owner	550000
808	Maruti	110000	Diesel	Second Owner	320000
809	Maruti	70000	Petrol	Fourth & Above Owner	80000
810	Honda	10000	Diesel	First Owner	800000
811	Maruti	60000	Petrol	First Owner	500000
812	Tata	110000	Diesel	Second Owner	229999
813	Maruti	60000	Petrol	First Owner	500000
814	Hyundai	35000	Petrol	First Owner	630000
815	Maruti	70000	Petrol	Second Owner	190000
816	Tata	110000	Diesel	Second Owner	229999
817	Mahindra	100000	Diesel	Second Owner	450000
818	Maruti	120000	Petrol	First Owner	95000
819	Maruti	90000	Petrol	Fourth & Above Owner	101000
820	Honda	70000	Diesel	Second Owner	500000
821	Toyota	88000	Diesel	Second Owner	1019999
822	Hyundai	38000	Petrol	First Owner	244000
823	Maruti	90000	Petrol	Second Owner	250000
824	Maruti	60000	Petrol	First Owner	660000
825	Hyundai	60000	Petrol	First Owner	270000
826	Maruti	156060	Diesel	First Owner	280000
827	Hyundai	60000	Diesel	First Owner	1050000
828	Maruti	70000	Petrol	First Owner	525000
829	Hyundai	35000	Diesel	First Owner	850000
830	Mahindra	50000	Diesel	First Owner	1165000
831	Maruti	50000	Petrol	Second Owner	345000
832	Hyundai	100000	Petrol	Second Owner	95000
833	Maruti	15000	Petrol	First Owner	241000
834	Maruti	20000	Petrol	First Owner	235000
835	Ford	80000	Diesel	First Owner	615000
836	Mahindra	110000	Diesel	Second Owner	350000
837	Maruti	35000	Petrol	First Owner	350000
838	Maruti	35000	Petrol	First Owner	380000
839	Tata	140000	Diesel	First Owner	400000
840	Maruti	40000	Petrol	First Owner	220000
841	Tata	110000	Diesel	Third Owner	270000
842	Maruti	70000	Petrol	Second Owner	275000
843	Tata	100000	Diesel	Second Owner	125000
844	Hyundai	20000	Petrol	First Owner	360000
845	Hyundai	15000	Petrol	First Owner	550000
846	Ford	70000	Petrol	Second Owner	200000
847	Mahindra	20000	Petrol	First Owner	327000
848	Hyundai	15000	Petrol	First Owner	425000
849	Maruti	107000	Diesel	First Owner	620000
850	Tata	54000	Diesel	Second Owner	130000
851	Maruti	58000	Petrol	First Owner	120000
852	Mahindra	110000	Diesel	Second Owner	400000
853	Hyundai	90000	Diesel	Fourth & Above Owner	185000
854	Hyundai	43000	Petrol	Second Owner	204999
855	Maruti	43000	Diesel	First Owner	625000
856	Maruti	60000	Diesel	First Owner	600000
857	Tata	150000	Petrol	First Owner	150000
858	Renault	35000	Petrol	First Owner	300000
859	Chevrolet	46000	Petrol	First Owner	229999
860	Maruti	10000	Petrol	First Owner	220000
861	Hyundai	35000	Petrol	First Owner	576000
862	Renault	50000	Petrol	First Owner	265000
863	Maruti	60000	Petrol	Third Owner	50000
864	Hyundai	80000	Diesel	First Owner	300000
865	Tata	110000	Diesel	First Owner	420000
866	Maruti	14000	Diesel	First Owner	750000
867	Maruti	60000	CNG	Second Owner	165000
868	Renault	28000	Petrol	First Owner	290000
869	Hyundai	57000	Petrol	First Owner	160000
870	Maruti	50000	Diesel	First Owner	695000
871	Maruti	70000	LPG	First Owner	231000
872	Toyota	60000	Diesel	First Owner	1050000
873	Hyundai	70000	Petrol	First Owner	400000
874	Hyundai	40000	Petrol	First Owner	500000
875	Tata	120000	Diesel	Second Owner	150000
876	Mahindra	140000	Diesel	Second Owner	400000
877	Tata	100000	Diesel	Second Owner	120000
878	Mahindra	120000	Diesel	Second Owner	480000
879	Tata	120000	Diesel	Second Owner	200000
880	Ford	64000	Diesel	Second Owner	300000
881	Maruti	25000	Petrol	First Owner	350000
882	Renault	12000	Petrol	First Owner	580000
883	Chevrolet	70000	Diesel	Second Owner	200000
884	Mahindra	120000	Diesel	First Owner	750000
885	Renault	90000	Petrol	First Owner	261000
886	Chevrolet	40000	Petrol	First Owner	371000
887	Mahindra	300000	Diesel	Third Owner	320000
888	Tata	120000	Diesel	Second Owner	204999
889	Hyundai	90000	Petrol	Second Owner	110000
890	Ford	100000	Diesel	Fourth & Above Owner	150000
891	Mahindra	90000	Diesel	Second Owner	625000
892	Mahindra	50000	Diesel	Second Owner	1300000
893	Skoda	168000	Diesel	First Owner	900000
894	Ford	110000	Diesel	Second Owner	180000
895	Mahindra	120000	Diesel	Second Owner	421000
896	Tata	120000	Diesel	Second Owner	204999
897	Honda	40000	Diesel	First Owner	900000
898	Honda	110000	Petrol	Second Owner	165000
899	Hyundai	100000	Diesel	Fourth & Above Owner	270000
900	Maruti	40000	Diesel	First Owner	750000
901	Hyundai	30000	Petrol	First Owner	750000
902	Maruti	80000	Petrol	Third Owner	40000
903	Ford	90000	Diesel	Second Owner	190000
904	Toyota	200000	Diesel	Third Owner	395000
905	Toyota	125000	Diesel	Second Owner	800000
906	Hyundai	80000	Petrol	First Owner	315000
907	Audi	44000	Diesel	Second Owner	1600000
908	Toyota	90000	Diesel	First Owner	409999
909	Hyundai	32000	Petrol	First Owner	580000
910	Hyundai	70000	Petrol	First Owner	340000
911	Hyundai	43000	Petrol	First Owner	270000
912	Tata	80000	Diesel	First Owner	280000
913	Tata	60000	Diesel	First Owner	130000
914	Hyundai	18945	Petrol	First Owner	260000
915	Hyundai	70000	Diesel	First Owner	710000
916	Maruti	100000	Petrol	Third Owner	204999
917	Datsun	60000	Petrol	First Owner	300000
918	Maruti	144000	Diesel	Second Owner	180000
919	Mahindra	120000	Diesel	First Owner	700000
920	Hyundai	107825	Diesel	Second Owner	320000
921	Maruti	15000	Petrol	First Owner	370000
922	Renault	10000	Petrol	First Owner	340000
923	Maruti	1620	Petrol	First Owner	1040000
924	Hyundai	30000	Diesel	First Owner	750000
925	Mahindra	70000	Diesel	First Owner	600000
926	Mahindra	70000	Diesel	First Owner	550000
927	Toyota	95000	Diesel	Second Owner	600000
928	Tata	50000	Diesel	First Owner	550000
929	Honda	160000	Diesel	First Owner	750000
930	Hyundai	10000	Petrol	First Owner	450000
931	Maruti	100000	Diesel	Third Owner	400000
932	Maruti	50000	Diesel	Second Owner	520000
933	Maruti	60000	Petrol	Second Owner	199000
934	Chevrolet	110000	Diesel	First Owner	150000
935	Hyundai	80000	Diesel	Third Owner	540000
936	Maruti	85000	Diesel	Second Owner	250000
937	Maruti	90000	Petrol	Second Owner	200000
938	Tata	90000	Diesel	Second Owner	130000
939	Maruti	90000	Petrol	First Owner	90000
940	Hyundai	120000	Diesel	Second Owner	450000
941	Hyundai	120000	Diesel	First Owner	280000
942	Tata	160000	Diesel	Second Owner	280000
943	Maruti	141000	Petrol	Second Owner	120000
944	Maruti	100000	Diesel	Second Owner	290000
945	Hyundai	15000	Diesel	First Owner	1000000
946	Maruti	108000	Diesel	First Owner	415000
947	Maruti	108000	Diesel	First Owner	415000
948	Chevrolet	55000	Diesel	First Owner	240000
949	Tata	37944	Diesel	First Owner	250000
950	Ford	90400	Diesel	First Owner	175000
951	Hyundai	85000	Diesel	Second Owner	220000
952	Maruti	120000	Diesel	Third Owner	85000
953	Maruti	5000	Petrol	First Owner	675000
954	Renault	50000	Diesel	First Owner	535000
955	Renault	5000	Petrol	First Owner	675000
956	Maruti	90000	Diesel	First Owner	800000
957	Maruti	96000	Diesel	Second Owner	425000
958	Maruti	80000	Petrol	Third Owner	150000
959	Maruti	60000	Petrol	Second Owner	90000
960	Mahindra	90000	Diesel	First Owner	850000
961	Toyota	193623	Diesel	Second Owner	330000
962	Hyundai	63186	Diesel	First Owner	850000
963	Mahindra	219000	Diesel	Second Owner	305000
964	Toyota	110000	Diesel	Second Owner	910000
965	Toyota	151000	Diesel	First Owner	1100000
966	Maruti	5000	Petrol	First Owner	675000
967	Maruti	91500	Petrol	First Owner	150000
968	Maruti	23000	Diesel	First Owner	550000
969	Volkswagen	40000	Diesel	First Owner	350000
970	Maruti	70000	Diesel	First Owner	300000
971	Toyota	10000	Diesel	First Owner	1745000
972	Mahindra	90000	Diesel	Second Owner	611000
973	Honda	68000	Petrol	First Owner	400000
974	Hyundai	120000	Diesel	First Owner	700000
975	Chevrolet	65000	Diesel	First Owner	300000
976	Hyundai	85000	Petrol	First Owner	65000
977	Maruti	94000	Petrol	Third Owner	200000
978	Hyundai	100000	Diesel	First Owner	650000
979	Hyundai	80000	Diesel	First Owner	650000
980	Volkswagen	80000	Diesel	Third Owner	350000
981	Tata	140500	Diesel	Third Owner	75000
982	Maruti	143000	Petrol	First Owner	240000
983	Maruti	60000	Petrol	First Owner	240000
984	Tata	120000	Diesel	Second Owner	180000
985	Hyundai	80000	Diesel	Second Owner	900000
986	Mahindra	63000	Diesel	Second Owner	425000
987	Chevrolet	120000	Petrol	Third Owner	95000
988	Maruti	100000	Diesel	First Owner	811000
989	Hyundai	60000	Petrol	First Owner	1100000
990	Chevrolet	90000	Diesel	First Owner	600000
991	Maruti	50000	Diesel	Second Owner	550000
992	Mahindra	70000	Diesel	First Owner	715000
993	Mahindra	40000	Diesel	First Owner	300000
994	Tata	120000	Diesel	Third Owner	100000
995	Mahindra	195000	Diesel	First Owner	500000
996	Maruti	40000	Petrol	First Owner	350000
997	Tata	40000	Diesel	First Owner	100000
998	Tata	120000	Diesel	First Owner	325000
999	Maruti	360003	Petrol	Second Owner	220000
1000	Maruti	60000	Petrol	Second Owner	55000
1001	Renault	20000	Petrol	First Owner	330000
1002	Mahindra	37000	Diesel	First Owner	480000
1003	Maruti	57000	Diesel	Second Owner	950000
1004	Hyundai	110000	Diesel	Second Owner	300000
1005	Hyundai	110000	Petrol	Fourth & Above Owner	170000
1006	Toyota	120000	Diesel	Second Owner	850000
1007	Tata	8079	Diesel	First Owner	900000
1008	Toyota	114368	Diesel	Second Owner	1325000
1009	Ford	79990	Diesel	Second Owner	350000
1010	Ford	81632	Diesel	First Owner	425000
1011	Ford	155201	Diesel	First Owner	600000
1012	Ford	101504	Diesel	First Owner	750000
1013	Ford	90165	Diesel	First Owner	450000
1014	Ford	86017	Diesel	Second Owner	325000
1015	Mahindra	85036	Diesel	Second Owner	900000
1016	Fiat	160254	Diesel	Second Owner	350000
1017	Ford	125531	Diesel	Second Owner	600000
1018	Hyundai	10000	Petrol	First Owner	1100000
1019	Tata	20000	Petrol	First Owner	520000
1020	Mahindra	170000	Diesel	First Owner	885000
1021	Tata	40000	Diesel	First Owner	950000
1022	Honda	120000	Petrol	Second Owner	229999
1023	Maruti	100000	Diesel	Third Owner	409999
1024	Ford	110000	Diesel	Third Owner	300000
1025	Tata	120000	Diesel	Third Owner	175000
1026	Maruti	206000	Petrol	Fourth & Above Owner	108000
